timestamp,right_drive,left_drive,right_motor,left_motor,current_location,facing_direction
2026-03-03T15:43:20.819264,0,0,0.0,0.0,12
2026-03-03T16:43:12.094182,0,0,0.0,0.0,12
2026-03-03T16:46:09.104457,-19.0,18.0,0.0,0.0,12
2026-03-03T16:46:15.198453,-19.0,18.0,0.0,0.0,12
2026-03-03T16:46:22.987432,-19.0,18.0,0.0,0.0,12
2026-03-03T16:46:41.043037,0.0,0.0,0.0,0.0,12
2026-03-03T16:46:45.216656,-2000.0,-2000.0,0.0,0.0,1
2026-03-03T16:46:47.407717,3.0,-3.0,5.0,5.0,1
2026-03-03T16:46:49.605962,0.0,0.0,5.0,5.0,1
2026-03-03T16:46:51.372530,0.0,0.0,5.0,5.0,1
2026-03-03T16:46:52.984284,0.0,0.0,5.0,5.0,1
2026-03-03T16:46:55.031829,0.0,0.0,5.0,5.0,1
2026-03-03T16:46:58.309575,0.0,0.0,5.0,5.0,1
2026-03-03T16:46:59.632407,0.0,0.0,5.0,5.0,1
2026-03-03T16:47:00.941265,0.0,0.0,5.0,5.0,1
2026-03-03T16:47:03.208501,0.0,0.0,5.0,5.0,1
2026-03-03T16:47:04.601905,0.0,0.0,5.0,5.0,1
2026-03-03T16:47:06.745549,0.0,0.0,5.0,5.0,1
2026-03-03T16:47:08.788372,0.0,0.0,5.0,5.0,1
2026-03-03T16:47:10.842561,0.0,0.0,5.0,5.0,1
2026-03-03T16:47:12.630567,0.0,0.0,5.0,5.0,1
2026-03-03T16:47:14.206809,0.0,0.0,5.0,5.0,1
2026-03-03T16:47:15.835013,0.0,0.0,5.0,5.0,1
2026-03-03T16:47:16.995865,0.0,0.0,5.0,5.0,1
2026-03-03T16:47:19.540364,0.0,0.0,5.0,5.0,1
2026-03-03T16:47:21.020951,0.0,0.0,5.0,5.0,1
2026-03-03T16:47:22.694408,0.0,0.0,5.0,5.0,1
2026-03-03T16:47:24.117638,0.0,0.0,5.0,5.0,1
2026-03-03T16:47:26.433165,0.0,0.0,5.0,5.0,1
2026-03-03T16:47:27.503804,0.0,0.0,5.0,5.0,1
2026-03-03T16:47:28.766282,0.0,0.0,5.0,5.0,1
2026-03-03T16:47:31.223874,0.0,0.0,5.0,5.0,1
2026-03-03T16:47:32.630557,0.0,0.0,5.0,5.0,1
2026-03-03T16:47:33.883765,0.0,0.0,5.0,5.0,1
2026-03-03T16:47:35.620375,0.0,0.0,5.0,5.0,1
2026-03-03T16:47:37.264923,0.0,0.0,5.0,5.0,1
2026-03-03T16:47:40.030874,0.0,0.0,5.0,5.0,1
2026-03-03T16:47:41.653135,0.0,0.0,5.0,5.0,1
2026-03-03T16:47:43.135573,0.0,0.0,5.0,5.0,1
2026-03-03T16:47:44.711717,0.0,0.0,5.0,5.0,1
2026-03-03T16:47:46.266233,0.0,0.0,5.0,5.0,1
2026-03-03T16:47:47.621550,0.0,0.0,5.0,5.0,1
2026-03-03T16:47:49.152287,0.0,0.0,5.0,5.0,1
2026-03-03T16:47:50.566088,0.0,0.0,5.0,5.0,1
2026-03-03T16:47:52.102088,0.0,0.0,5.0,5.0,1
2026-03-03T16:47:54.898276,0.0,0.0,5.0,5.0,1
2026-03-03T16:47:56.434998,0.0,0.0,5.0,5.0,1
2026-03-03T16:47:57.512383,0.0,0.0,5.0,5.0,1
2026-03-03T16:47:58.874929,0.0,0.0,5.0,5.0,1
2026-03-03T16:48:00.319609,0.0,0.0,5.0,5.0,1
2026-03-03T16:48:02.868307,0.0,0.0,5.0,5.0,1
2026-03-03T16:48:04.449443,0.0,0.0,5.0,5.0,1
2026-03-03T16:48:05.992572,0.0,0.0,5.0,5.0,1
2026-03-03T16:48:07.119770,0.0,0.0,5.0,5.0,1
2026-03-03T16:48:09.339538,0.0,0.0,5.0,5.0,1
2026-03-03T16:48:11.131349,0.0,0.0,5.0,5.0,1
2026-03-03T16:48:12.796903,0.0,0.0,5.0,5.0,1
2026-03-03T16:48:14.329522,0.0,0.0,5.0,5.0,1
2026-03-03T16:48:15.873127,0.0,0.0,5.0,5.0,1
2026-03-03T16:48:17.712265,0.0,0.0,5.0,5.0,1
2026-03-03T16:48:19.032072,0.0,0.0,5.0,5.0,1
2026-03-03T16:48:21.823079,0.0,0.0,5.0,5.0,1
2026-03-03T16:48:23.760026,0.0,0.0,5.0,5.0,1
2026-03-03T16:48:25.152508,0.0,0.0,5.0,5.0,1
2026-03-03T16:48:26.356780,0.0,0.0,5.0,5.0,1
2026-03-03T16:48:27.403605,0.0,0.0,5.0,5.0,1
2026-03-03T16:48:28.887687,0.0,0.0,5.0,5.0,1
2026-03-03T16:48:30.564897,0.0,0.0,5.0,5.0,1
2026-03-03T16:48:32.064704,0.0,0.0,5.0,5.0,1
2026-03-03T16:48:34.848770,0.0,0.0,5.0,5.0,1
2026-03-03T16:48:37.150066,0.0,0.0,5.0,5.0,1
2026-03-03T16:48:39.171109,0.0,0.0,5.0,5.0,1
2026-03-03T16:48:41.302569,0.0,0.0,5.0,5.0,1
2026-03-03T16:48:42.777096,0.0,0.0,5.0,5.0,1
2026-03-03T16:48:43.909768,0.0,0.0,5.0,5.0,1
2026-03-03T16:48:45.053002,0.0,0.0,5.0,5.0,1
2026-03-03T16:48:46.166275,0.0,0.0,5.0,5.0,1
2026-03-03T16:48:47.564110,0.0,0.0,5.0,5.0,1
2026-03-03T16:48:49.803829,0.0,0.0,5.0,5.0,1
2026-03-03T16:48:50.823658,0.0,0.0,5.0,5.0,1
2026-03-03T16:48:52.149566,0.0,0.0,5.0,5.0,1
2026-03-03T16:48:55.054277,0.0,0.0,5.0,5.0,1
2026-03-03T16:48:56.693419,0.0,0.0,5.0,5.0,1
2026-03-03T16:48:58.363956,0.0,0.0,5.0,5.0,1
2026-03-03T16:48:59.880524,0.0,0.0,5.0,5.0,1
2026-03-03T16:49:01.431371,0.0,0.0,5.0,5.0,1
2026-03-03T16:49:03.270321,0.0,0.0,5.0,5.0,1
2026-03-03T16:49:04.645265,0.0,0.0,5.0,5.0,1
2026-03-03T16:49:05.940793,0.0,0.0,5.0,5.0,1
2026-03-03T16:49:08.459343,0.0,0.0,5.0,5.0,1
2026-03-03T16:49:10.259676,0.0,0.0,5.0,5.0,1
2026-03-03T16:49:11.488010,0.0,0.0,5.0,5.0,1
2026-03-03T16:49:13.777030,0.0,0.0,5.0,5.0,1
2026-03-03T16:49:14.941220,0.0,0.0,5.0,5.0,1
2026-03-03T16:49:16.635399,0.0,0.0,5.0,5.0,1
2026-03-03T16:49:18.304839,0.0,0.0,5.0,5.0,1
2026-03-03T16:49:20.215933,0.0,0.0,5.0,5.0,1
2026-03-03T16:49:21.417715,0.0,0.0,5.0,5.0,1
2026-03-03T16:49:23.721503,0.0,0.0,5.0,5.0,1
2026-03-03T16:49:26.350112,0.0,0.0,5.0,5.0,1
2026-03-03T16:49:28.142905,0.0,0.0,5.0,5.0,1
2026-03-03T16:49:29.796441,0.0,0.0,5.0,5.0,1
2026-03-03T16:49:31.249555,0.0,0.0,5.0,5.0,1
2026-03-03T16:49:38.593223,0.0,0.0,5.0,5.0,1
2026-03-03T16:49:43.101003,0.0,0.0,0.0,0.0,1
2026-03-03T16:49:44.645215,0.0,0.0,0.0,0.0,1
2026-03-03T16:49:46.370315,0.0,0.0,0.0,0.0,1
2026-03-03T16:49:47.697742,0.0,0.0,0.0,0.0,1
2026-03-03T16:49:48.970871,0.0,0.0,0.0,0.0,1
