timestamp,right_drive,left_drive,right_motor,left_motor,current_location
2026-02-18T12:43:35.406438,0,0,0.0,0.0,1
2026-02-18T15:44:49.397540,0,0,0.0,0.0,1
2026-02-18T17:38:06.823219,0,0,0.0,0.0,1
2026-02-18T18:37:47.690563,0,0,0.0,0.0,1
2026-02-19T16:43:41.957004,0.0,0.0,0.0,0.0,1
2026-02-19T16:46:43.534264,0.0,0.0,0.0,0.0,1
2026-02-19T17:50:51.260439,0.0,0.0,0.0,0.0,1
2026-02-19T17:50:52.754713,0.0,0.0,0.0,0.0,1
2026-02-19T17:50:54.263830,0.0,0.0,0.0,0.0,1
2026-02-19T17:50:55.754280,0.0,0.0,0.0,0.0,1
2026-02-19T17:50:57.408703,0.0,0.0,0.0,0.0,1
2026-02-19T17:50:58.952833,0.0,0.0,0.0,0.0,1
2026-02-19T17:51:00.553161,0.0,0.0,0.0,0.0,1
2026-02-19T17:51:02.091646,0.0,0.0,0.0,0.0,1
2026-02-19T17:51:03.824128,0.0,0.0,0.0,0.0,1
2026-02-19T17:51:05.395784,0.0,0.0,0.0,0.0,1
2026-02-19T17:51:07.104457,0.0,0.0,0.0,0.0,1
2026-02-19T17:51:08.716360,0.0,0.0,0.0,0.0,1
2026-02-19T17:51:10.397972,0.0,0.0,0.0,0.0,1
2026-02-19T17:51:11.881250,0.0,0.0,0.0,0.0,1
2026-02-19T17:51:13.541756,0.0,0.0,0.0,0.0,1
2026-02-19T17:51:15.192974,0.0,0.0,0.0,0.0,1
2026-02-19T17:51:16.728607,0.0,0.0,0.0,0.0,1
2026-02-19T17:51:18.291606,0.0,0.0,0.0,0.0,1
2026-02-19T17:51:19.809618,0.0,0.0,0.0,0.0,1
2026-02-19T17:51:21.367350,0.0,0.0,0.0,0.0,1
2026-02-19T17:51:22.933278,0.0,0.0,0.0,0.0,1
2026-02-19T17:51:24.392046,0.0,0.0,0.0,0.0,1
2026-02-19T17:51:25.910675,0.0,0.0,0.0,0.0,1
2026-02-19T17:51:27.769613,0.0,0.0,0.0,0.0,1
2026-02-19T17:51:29.612845,0.0,0.0,0.0,0.0,1
2026-02-19T17:51:31.784680,0.0,0.0,0.0,0.0,1
2026-02-19T17:51:33.603730,0.0,0.0,0.0,0.0,1
2026-02-19T17:51:35.210863,0.0,0.0,0.0,0.0,1
2026-02-19T17:51:37.006243,0.0,0.0,0.0,0.0,1
2026-02-19T17:51:38.747798,0.0,0.0,0.0,0.0,1
2026-02-19T17:51:40.464133,0.0,0.0,0.0,0.0,1
2026-02-19T17:51:42.221848,0.0,0.0,0.0,0.0,1
2026-02-19T17:51:44.002170,0.0,0.0,0.0,0.0,1
2026-02-19T17:51:45.899508,0.0,0.0,0.0,0.0,1
2026-02-19T17:51:49.782008,0.0,0.0,0.0,0.0,1
2026-02-19T17:51:51.869668,0.0,0.0,0.0,0.0,1
2026-02-19T17:51:54.400229,0.0,0.0,0.0,0.0,1
2026-02-19T17:51:58.828657,0.0,0.0,0.0,0.0,1
2026-02-19T17:52:01.689893,0.0,0.0,0.0,0.0,1
2026-02-19T17:52:04.821370,0.0,0.0,0.0,0.0,1
2026-02-19T17:52:08.681043,0.0,0.0,0.0,0.0,1
2026-02-19T17:52:11.314734,0.0,0.0,0.0,0.0,1
2026-02-19T17:52:13.211360,0.0,0.0,0.0,0.0,1
2026-02-19T17:52:16.272229,0.0,0.0,0.0,0.0,1
2026-02-19T17:52:18.768452,0.0,0.0,0.0,0.0,1
2026-02-19T17:52:21.309610,0.0,0.0,0.0,0.0,1
2026-02-19T17:52:23.698612,0.0,0.0,0.0,0.0,1
2026-02-19T17:52:29.515223,0.0,0.0,0.0,0.0,1
2026-02-19T17:52:32.954484,0.0,0.0,0.0,0.0,1
2026-02-19T17:52:37.400427,0.0,0.0,0.0,0.0,1
2026-02-19T17:52:42.054364,0.0,0.0,0.0,0.0,1
2026-02-19T17:52:46.232069,0.0,0.0,0.0,0.0,1
2026-02-19T17:52:49.490340,0.0,0.0,0.0,0.0,1
2026-02-19T17:52:52.198659,0.0,0.0,0.0,0.0,1
2026-02-19T17:52:56.763390,0.0,0.0,0.0,0.0,1
2026-02-19T17:52:59.398670,0.0,0.0,0.0,0.0,1
2026-02-19T17:53:06.175509,0.0,0.0,0.0,0.0,1
2026-02-19T17:53:09.483946,0.0,0.0,0.0,0.0,1
2026-02-19T17:53:17.683413,0.0,0.0,0.0,0.0,1
2026-02-19T17:53:25.857484,0.0,0.0,0.0,0.0,1
2026-02-19T17:53:30.775129,0.0,0.0,0.0,0.0,1
2026-02-19T17:53:33.298455,0.0,0.0,0.0,0.0,1
2026-02-19T17:53:39.324192,0.0,0.0,0.0,0.0,1
2026-02-19T17:53:40.922979,0.0,0.0,0.0,0.0,1
2026-02-19T17:53:42.927445,0.0,0.0,0.0,0.0,1
2026-02-19T17:53:45.239855,0.0,0.0,0.0,0.0,1
2026-02-19T17:53:47.762912,0.0,0.0,0.0,0.0,1
2026-02-19T17:53:49.886890,0.0,0.0,0.0,0.0,1
2026-02-19T17:53:51.824797,0.0,0.0,0.0,0.0,1
2026-02-19T17:53:54.145824,0.0,0.0,0.0,0.0,1
2026-02-19T17:53:56.094240,0.0,0.0,0.0,0.0,1
2026-02-19T17:53:58.023216,0.0,0.0,0.0,0.0,1
2026-02-19T17:53:59.993263,0.0,0.0,0.0,0.0,1
2026-02-19T17:54:01.924229,0.0,0.0,0.0,0.0,1
2026-02-19T17:54:03.852791,0.0,0.0,0.0,0.0,1
2026-02-19T17:54:09.632754,0.0,0.0,0.0,0.0,1
2026-02-19T17:54:12.214772,0.0,0.0,0.0,0.0,1
2026-02-19T17:54:17.015159,0.0,0.0,0.0,0.0,1
2026-02-19T17:54:19.853146,0.0,0.0,0.0,0.0,1
2026-02-19T17:54:24.120241,0.0,0.0,0.0,0.0,1
2026-02-19T17:54:28.212332,0.0,0.0,0.0,0.0,1
2026-02-19T17:54:30.288255,0.0,0.0,0.0,0.0,1
2026-02-19T17:54:33.831446,0.0,0.0,0.0,0.0,1
2026-02-19T17:54:36.381062,0.0,0.0,0.0,0.0,1
2026-02-19T17:54:40.429477,0.0,0.0,0.0,0.0,1
2026-02-19T17:54:42.840211,0.0,0.0,0.0,0.0,1
2026-02-19T17:54:45.687229,0.0,0.0,0.0,0.0,1
2026-02-19T17:54:49.015530,0.0,0.0,0.0,0.0,1
2026-02-19T17:54:52.451745,0.0,0.0,0.0,0.0,1
2026-02-19T17:54:55.174610,0.0,0.0,0.0,0.0,1
2026-02-19T17:54:57.762688,0.0,0.0,0.0,0.0,1
2026-02-19T17:55:00.265438,0.0,0.0,0.0,0.0,1
2026-02-19T17:55:02.190740,0.0,0.0,0.0,0.0,1
2026-02-19T17:55:04.788601,0.0,0.0,0.0,0.0,1
2026-02-19T17:55:07.797270,0.0,0.0,0.0,0.0,1
2026-02-19T17:55:09.811110,0.0,0.0,0.0,0.0,1
2026-02-19T17:55:11.903015,0.0,0.0,0.0,0.0,1
2026-02-19T17:55:14.402327,0.0,0.0,0.0,0.0,1
2026-02-19T17:55:16.742674,0.0,0.0,0.0,0.0,1
2026-02-19T17:55:18.709947,0.0,0.0,0.0,0.0,1
2026-02-19T17:55:21.116612,0.0,0.0,0.0,0.0,1
2026-02-19T17:55:24.608402,0.0,0.0,0.0,0.0,1
2026-02-19T17:55:26.892854,0.0,0.0,0.0,0.0,1
2026-02-19T17:55:29.320119,0.0,0.0,0.0,0.0,1
2026-02-19T17:55:32.017944,0.0,0.0,0.0,0.0,1
2026-02-19T17:55:34.273062,0.0,0.0,0.0,0.0,1
2026-02-19T17:55:37.907573,0.0,0.0,0.0,0.0,1
2026-02-19T17:55:40.548316,0.0,0.0,0.0,0.0,1
2026-02-19T17:55:42.460336,0.0,0.0,0.0,0.0,1
2026-02-19T17:55:45.142693,0.0,0.0,0.0,0.0,1
2026-02-19T17:55:48.095642,0.0,0.0,0.0,0.0,1
2026-02-19T17:55:50.185306,0.0,0.0,0.0,0.0,1
2026-02-19T17:55:52.142643,0.0,0.0,0.0,0.0,1
2026-02-19T17:55:54.296991,0.0,0.0,0.0,0.0,1
2026-02-19T17:55:57.220102,0.0,0.0,0.0,0.0,1
2026-02-19T17:55:59.653544,0.0,0.0,0.0,0.0,1
2026-02-19T17:56:02.440719,0.0,0.0,0.0,0.0,1
2026-02-19T17:56:05.299183,0.0,0.0,0.0,0.0,1
2026-02-19T17:56:08.346039,0.0,0.0,0.0,0.0,1
2026-02-19T17:56:11.850595,0.0,0.0,0.0,0.0,1
2026-02-19T17:56:14.371762,0.0,0.0,0.0,0.0,1
2026-02-19T17:56:16.213187,0.0,0.0,0.0,0.0,1
2026-02-19T17:56:19.394588,0.0,0.0,0.0,0.0,1
2026-02-19T17:56:21.724175,0.0,0.0,0.0,0.0,1
2026-02-19T17:56:23.494482,0.0,0.0,0.0,0.0,1
2026-02-19T17:56:30.182856,0.0,0.0,0.0,0.0,1
2026-02-19T17:56:33.643818,0.0,0.0,0.0,0.0,1
2026-02-19T17:56:39.549340,0.0,0.0,0.0,0.0,1
2026-02-19T17:56:41.682649,0.0,0.0,0.0,0.0,1
2026-02-19T17:56:48.621474,0.0,0.0,0.0,0.0,1
2026-02-19T17:56:50.428953,0.0,0.0,0.0,0.0,1
2026-02-19T17:56:52.131307,0.0,0.0,0.0,0.0,1
2026-02-19T17:56:53.819909,0.0,0.0,0.0,0.0,1
2026-02-19T17:56:55.549940,0.0,0.0,0.0,0.0,1
2026-02-19T17:56:57.147831,0.0,0.0,0.0,0.0,1
2026-02-19T17:56:58.695536,0.0,0.0,0.0,0.0,1
2026-02-19T17:57:00.450806,0.0,0.0,0.0,0.0,1
2026-02-19T17:57:02.046251,0.0,0.0,0.0,0.0,1
2026-02-19T17:57:03.743542,0.0,0.0,0.0,0.0,1
2026-02-19T17:57:05.555838,0.0,0.0,0.0,0.0,1
2026-02-19T17:57:07.625944,0.0,0.0,0.0,0.0,1
2026-02-19T17:57:09.354185,0.0,0.0,0.0,0.0,1
2026-02-19T17:57:10.913685,0.0,0.0,0.0,0.0,1
2026-02-19T17:57:12.488071,0.0,0.0,0.0,0.0,1
2026-02-19T17:57:14.152712,0.0,0.0,0.0,0.0,1
2026-02-19T17:57:16.036395,0.0,0.0,0.0,0.0,1
2026-02-19T17:57:17.809866,0.0,0.0,0.0,0.0,1
2026-02-19T17:57:19.416254,0.0,0.0,0.0,0.0,1
2026-02-19T17:57:21.105280,0.0,0.0,0.0,0.0,1
2026-02-19T17:57:22.788970,0.0,0.0,0.0,0.0,1
2026-02-19T17:57:24.658031,0.0,0.0,0.0,0.0,1
2026-02-19T17:57:26.621251,0.0,0.0,0.0,0.0,1
2026-02-19T17:57:28.386632,0.0,0.0,0.0,0.0,1
2026-02-19T17:57:30.100638,0.0,0.0,0.0,0.0,1
2026-02-19T17:57:31.899873,0.0,0.0,0.0,0.0,1
2026-02-19T17:57:33.735529,0.0,0.0,0.0,0.0,1
2026-02-19T17:57:35.658569,0.0,0.0,0.0,0.0,1
2026-02-19T17:57:37.199929,0.0,0.0,0.0,0.0,1
2026-02-19T17:57:38.907617,0.0,0.0,0.0,0.0,1
2026-02-19T17:57:40.427052,0.0,0.0,0.0,0.0,1
2026-02-19T17:57:42.183615,0.0,0.0,0.0,0.0,1
2026-02-19T17:57:43.640918,0.0,0.0,0.0,0.0,1
2026-02-19T17:57:45.276290,0.0,0.0,0.0,0.0,1
2026-02-19T17:57:46.998268,0.0,0.0,0.0,0.0,1
2026-02-19T17:57:49.057009,0.0,0.0,0.0,0.0,1
2026-02-19T17:57:50.635636,0.0,0.0,0.0,0.0,1
2026-02-19T17:57:52.285257,0.0,0.0,0.0,0.0,1
2026-02-19T17:57:54.180250,0.0,0.0,0.0,0.0,1
2026-02-19T17:57:55.970854,0.0,0.0,0.0,0.0,1
2026-02-19T17:57:57.646622,0.0,0.0,0.0,0.0,1
2026-02-19T17:57:59.238723,0.0,0.0,0.0,0.0,1
2026-02-19T17:58:00.849536,0.0,0.0,0.0,0.0,1
2026-02-19T17:58:02.376058,0.0,0.0,0.0,0.0,1
2026-02-19T17:58:04.035697,0.0,0.0,0.0,0.0,1
2026-02-19T17:58:05.607173,0.0,0.0,0.0,0.0,1
2026-02-19T17:58:07.396501,0.0,0.0,0.0,0.0,1
2026-02-19T17:58:09.770357,0.0,0.0,0.0,0.0,1
2026-02-19T17:58:11.292255,0.0,0.0,0.0,0.0,1
2026-02-19T17:58:12.912627,0.0,0.0,0.0,0.0,1
2026-02-19T17:58:14.626964,0.0,0.0,0.0,0.0,1
2026-02-19T17:58:16.428844,0.0,0.0,0.0,0.0,1
